QKEY,KP_W32,Device_Type_W32,LANGUAGE_W32,FORM_W32,SATLIFEA_W32,SATLIFEB_W32,SATLIFEC_W32,SATLIFED_W32,SATLIFEE_W32,SOCASSIGN_W32,SOCTRUST_W32,SOCTRUST2_W32,SOCTRUST3_W32,SOCTRUST4_W32,SOCTRUST5_W32,COMMYRS_W32,COMATTACH_W32,FEELA_W32,FEELB_W32,FEELC_W32,FEELD_W32,INC_W32,INCFUTURE_W32,COMMIMPA_W32,COMMIMPB_W32,COMMIMPC_W32,COMMIMPD_W32,COMMIMPE_W32,COMMIMPF_W32,COMMIMPG_W32,COMMIMPH_W32,FAMNEAR_W32,SUCCESSIMPA_W32,SUCCESSIMPB_W32,SUCCESSIMPC_W32,SUCCESSIMPD_W32,FEDSHAREA_W32,FEDSHAREB_W32,FEDSHAREC_W32,LOCALPROBA_W32,LOCALPROBB_W32,LOCALPROBC_W32,LOCALPROBD_W32,LOCALPROBE_W32,LOCALPROBF_W32,LOCALPROBG_W32,LOCALPROBH_W32,LOCALPROBI_W32,LOCALPROBJ_W32,LOCALPROBK_W32,LOCALPROBL_F1_W32,LOCALPROBM_F2_W32,JOBSFUTURE_W32,HARASS1A_W32,HARASS1B_W32,HARASS1C_W32,HARASS1D_W32,HARASS2F1_W32,HARASS3F2_W32,HARASS4_W32,HARASS5_W32,GROWUPNEAR_W32,LIFELOC_W32,REASSTAY_m1_W32,REASSTAY_m2_W32,REASSTAY_m3_W32,REASBACK_m1_W32,REASBACK_m2_W32,REASBACK_m3_W32,REASMOVE_m1_W32,REASMOVE_m2_W32,REASMOVE_m3_W32,VALUEURBAN_W32,VALUESUBURB_W32,VALUERURAL_W32,NEIGHKNOW_W32,NEIGHINTERA_W32,NEIGHINTERB_W32,NEIGHINTERC_W32,NEIGHINTERD_W32,NEIGHKEYS_W32,NEIGHKIDS_W32,NEIGHSAMEA_W32,NEIGHSAMEB_W32,NEIGHSAMEC_W32,IMMCOMM_W32,IMMIMPACT_W32,GROWUPUSR_W32,COMTYPE2_W32,CITYSIZE_W32,SUBURBNEAR_W32,COMTYPE2_INS_W32,VIEWCOMM_W32,PROBSELF_W32,PROBURBAN_W32,PROBSUBURB_W32,PROBRURAL_W32,WANTMOVE_W32,WILLMOVE_W32,MOVEURBAN_W32,MOVESUBURB_W32,MOVERURAL_W32,THERMTRUMP_W32,THERMOBAMA_W32,THERMPENCE_W32,ETHNCMAJ_W32,IMMCULT2_W32,MARRFAM2_W32,ECONFAIR2_W32,WOMENOPPS_W32,GOVT_ROLE_W32,WHADVANT_W32,GAYMARR2_W32,ABORTION_W32,ABORTIONRESTR_W32,ABORTIONALLOW_W32,CLASS_W32,MISINFG_W32,MISINFT_W32,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_FINAL,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_INTUSER_FINAL,F_VOLSUM_FINAL,DIVISION_BY_MSA,WEIGHT_W32,WEIGHT_W32_ATP
104210,0,1,9,2,1,1,3,2,2,4, , , ,2, ,4,2,2,1,1,3,2,2,1,1,1,3,1,4,2,4,3,2,1,1,2,2,3,1,2,1,2,2,2,3,2,2,1,2,1, ,1,1,3,3,1,1, ,3,1,3,1,2, , , ,99, , , , , ,1,2,2,2,3,5,5,4,1,8,4,2,2,2,1,1,1,1, ,1,3,4, ,2,3,2,2, , , ,0,100,0,3,2,2,1,2,1,1,1,1,2, ,5, ,2,1,2,2,3,2,2,1,1,1,6,12, ,6,2, ,2,2,3,1,4,1,2,3,2.0093707923,2.7820062524
104368,0,3,9,2,2,1,2, ,1,5, , , , ,2,5,1,2,1,1,2,2,2,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,1,1,2,2,2,3, ,2,3,2,3,2,2, ,3,2, ,1,1,2,1,8, , , , , , ,4,3,1,2,3,3,6,5,1,1,1,1,2,3,1,3,2, ,1,2,2,2,3, ,1,2,4, , , ,10,65,85,3,2,1,1,2,2,2,4,2, ,1,4, ,2,3,4,1,3,2,2,1,1,1,5,1,1,1,3,1,1,3,3,1,3,1,2,13,2.8434058205,3.9859282617
104491,0,3,9,2,4,4,4, ,3,4, , , ,2, ,5,1,4,1,1,2,1, ,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,2,2,3,3,2,2,2,1,2,2,2, ,1,1,2,1,1,1, ,2,2, ,2, , , , , , , , , , ,3,3,4,2,2,3,6,5,1,8,4,2,2,2,1,1,2, ,1,2,3,2,2, ,2,2,4, , , ,0,100,0,1,2,2,1,2,1,1,1,1,2, ,3, ,1,4,4,2,2,3,2,1,1,1,1,9, ,5,2, ,2,5,2,1,5,1,2,17,1.1004122972,0.7204274989
104689,0,1,9,1,1,2,2, ,1,2, ,1, , , ,5,1,3,1,2,3,1, ,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,3,2,3,2,2,2,3,3,1, ,3,3,3,3,3,1, ,2, ,1,1,1, , , , , , , , ,2,2,2,3,5,6,6,6,2,8,2,2,4,3,3,3,3, , ,3,2,2,2,2, ,2,4, , , ,0,100,0,3,2,1,2,2,1,2,1,1,1, ,3,2, ,2,3,2,3,2,2,1,1,1,5,1,1,2,2, ,2,7,1,1,3,1,1,6,0.116901284,0.2205449473
104727,0,1,9,2,1,1,2,1,1,1,2, , , , ,5,1,3,1,3,3,2,1,2,2,2,3,2,3,2,3,1,3,1,1,1,3,3,2,3,2,3,3,2,3,3,3,3,3,3, ,3,3,3,3,3,3, ,2,2, ,1,1,9, , , , , , , , ,4,4,1,2,5,5,5,5,1,1,1,2,2,4, ,3,3, , ,3,2,4,4,4, ,3,2, , , ,90,40,75,3,1,2,1,1,2,1,2,1,1, ,3, ,2,2,3,1,2,3,2,1,1,1,1,2,2,5,1, ,1,6,2,1,3,1,2,6,0.7249098158,1.2366305742
104937,0,3,9,1,1,1,1, ,1,3, , ,9, , ,5,2,4,1,1,4,1, ,1,2,1,2,2,3,2,3,3,2,1,1,1,2,3,1,2,3,3,3,3,1,2,2,3,3,3,2, ,3,3,3,2,1,3, ,2, ,2, , , , , , , , , , ,3,2,3,2,4,5,6,6,1,8,3,2,3,3,1,2,2, ,2,2,2,3,2, ,2,2,3, , , ,0,90,0,3,2,2,1,2,1,1,1,1,2, ,2,2, ,3,4,1,1,6,2,1,1,1,3,12, ,6,2, ,2,6,2,1,3,1,2,7,0.3035879872,0.2330229463
105124,0,3,9,1,1,1,1,2,1,5, , , , ,1,4,2,3,1,1,2,1, ,1,4,2,2,1,2,2,1,3,2,1,1,2,1,3,3,2,2,3,3,3,3,2,2,2,2,2,1, ,3,2,2,2,2,2, ,2, ,2, , , , , , , , , , ,3,2,2,3,3,5,5,5,1,8,2,2,3,2,3,1,2, ,2,2,3,2,2, ,3,1,1, ,1, ,70,20,90,3,1,1,2,1,2,3,4,2, ,2,2,2, ,3,3,1,1,6,2,1,1,1,1,2,2,1,1, ,1,9,1,1,2,1,1,7,0.1242660535,0.0881660642
105205,0,3,9,2,1,1,1,3,1,4, , , ,3, ,5,3,4,2,2,3,1, ,2,4,4,4,2,3,3,1,3,2,2,1,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3, ,2,3,2,3,2,3, ,2,2, ,1,2, , , ,9, , , , , ,3,2,2,3,4,5,5,6,1,8,1,1,3,4, ,2,2, ,2,2,2,2,2, ,2,2,3, , , ,100,0,100,2,1,1,2,1,2,4,3,2, ,1,3, ,1,2,3,2,2,4,2,1,1,1,1,2,2,2,1, ,1,8,1,1,2,1,1,5,0.5285519658,0.2942804838
105269,0,1,9,1,2,3,2,3,2,1,2, , , , ,5,1,2,2,3,2,2,2,4,2,2,2,3,1,2,3,2,3,1,2,2,1,3,3,2,3,3,2,3,2,1,3,3,2,1,2, ,2,1,1,2,2,1, ,1,2,1,2, , , ,1, , , , , ,2,3,4,2,3,5,3,5,2,1,1,3,3,3,3,2,2, ,1,2,3,3,1, ,2,1,1, ,1, ,20,75,40,3,2,2,1,1,2,1,2,1,1, ,4,2, ,2,4,1,1,6,2,1,1,1,1,2,2,2,3,2,2,6,2,1,3,1,1,11,0.2317950899,0.1858827355
105857,0,1,9,2,1,2,2,1,2,4, , , ,1, ,5,2,4,1,1,2,1, ,1,3,3,4,2,2,2,4,4,1,1,1,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3, ,3,3,3,2,2,3, ,3,1,1,2, , , , , , , , , , ,1,1,1,2,3,3,3,3,1,1,1,2,2,4, ,3,2, ,2,2,2,2,1, ,1,3,2, , , ,70,60,65,3,2,1,2,1,2,3,3,2, ,1,2, ,2,2,4,1,1,6,2,1,1,1,1,10, ,6,3,1,1,9,1,1,2,1,2,5,0.4679622034,0.5078970109
105959,0,3,9,1,3,3,3,3,3,3, , ,4, , ,5,2,1,3,2,2,2,2,1,3,1,2,2,3,2,3,3,2,1,1,1,1,2,1,2,1,3,2,3,2,2,1,2,2,1,2, ,2,2,1,1,1,3, ,2, ,1,1,1,2,8, , , , , , ,2,2,3,3,4,5,5,5,1,8,2,2,3,2,1,2,2, ,3,2,3,3,2, ,3,3,3, , , ,0,90,0,3,2,2,1,2,1,2,1,1,1, ,3,2, ,4,3,2,1,6,2,1,1,1,2,2,2,5,2, ,2,4,2,1,4,1,1,17,0.1883772869,0.1245450222
106068,0,3,9,2,2,2,2,1,1,2, ,1, , , ,5,2,2,2,1,1,2,2,2,2,2,3,2,4,2,4,4,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1, ,2,2,2,2,1,1, ,2,2, ,2, , , , , , , , , , ,2,3,4,4, , , , , , ,3,2,3,2,1,2,1,1, ,1,3,3, ,2,2,2,4, , , ,0,80,0,3,2,2,1,2,1,1,1,1,2, ,2, ,1,1,3,1,1,6,2,1,1,1,1,9, ,6,2, ,2,8,1,1,5,1,1,3,0.1569312762,0.1068508289
106180,0,3,9,1,1,1,3,2,2,5, , , , ,2,4,2,3,1,2,2,2,1,3,1,2,3,2,4,1,2,3,2,1,1,1,1,3,2,1,1,3,2,3,2,2,2,2,2,2,3, ,1,2,3,3,3,1, ,1,1,2, , , , , , , , , , ,4,3,2,3,5,6,3,6,1,1,2,1,4,2,1,3,3, , ,3,3,4,3,2, ,3,1, , , ,85,10,95,3,1,1,1,1,2,4,4,2, ,2,4,2, ,3,2,1,2,4,2,1,1,1,1,1,1,1,1, ,1,6,2,1,1,1,1,13,0.3904801466,0.3421365341
106297,0,3,9,2,1,1,1, ,1,5, , , , ,1,5,1,4,1,1,4,1, ,2,1,3,3,1,2,1,3,2,2,1,1,2,3,3,2,3,2,3,3,3,2,2,1,3,2,3, ,2,3,2,2,2,2, ,2,2, ,1,2, , , ,1,2, , , , ,2,2,3,2,2,5,6,5,1,8,1,2,3,2,1,2,2, ,3,2,2,2,2, ,3,2,3, , , ,2,100,5,3,2,2,1,1,99,3,2,1,2, ,3, ,1,4,4,1,1,6,2,1,1,1,1,1,1,2,2, ,2,7,1,1,3,1,1,17,0.2518606815,0.1476195498
106444,0,2,9,1,1,1,1, ,1,3, , ,6, , ,5,1,3,1,1,4,1, ,1,1,2,2,1,1,1,4,1,1,1,1,1,2,2,1,3,2,3,3,3,3,2,1,2,3,3,1, ,3,3,3,2,1,3, ,1,2,2, , , , , , , , , , ,2,2,3,3,3,5,5,5,1,8,2,1,4,1,1,3,2, ,1,2,3,3,1, ,1,2,4, , , ,1,90,0,3,2,2,1,2,1,1,1,1,1, ,2,2, ,1,4,2,1,5,2,1,1,1,1,2,2,5,2, ,2,8,1,1,4,1,2,3,0.8340556522,0.6286842576
106590,0,1,9,1,1,1,2,1,1,3, , ,8, , ,5,99,4,1,1,4,1, ,1,1,2,4,1,2,1,4,3,1,1,1,1,1,2,2,3,2,3,3,3,2,2,2,2,3,3,2, ,1,2,2,3,2,2, ,2, ,2, , , , , , , , , , ,3,2,2,2,2,6,6,6,1,1,4,2,2,1,1,3,2, ,1,2,2,3,2, ,2,2,3, , , ,60,30,50,3,2,2,2,1,2,3,1,1,1, ,2,2, ,4,3,2,1,6,2,1,1,1,1,12, ,5,1, ,1,8,1,1,3,1,1,17,0.2071729229,0.1567169843
106613,0,3,9,1,2,2,3, ,2,3, , ,8, , ,4,3,3,1,2,3,2,2,1,3,3,3,2,2,3,3,2,3,1,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2, ,3,3,3,1,1,1, ,2, ,2, , , , , , , , , , ,3,2,2,3,2,5,6,5,1,8,2,2,2,2,3,1,1,3, ,1,3,3, ,2,3,3,2, , , ,0,100,50,1,2,2,1,2,1,2,3,1,1, ,4,1, ,2,4,1,2,3,2,2,2,1,1,1,1,1,2, ,2,3,3,1,4,1,2,5,2.1230438701,1.6232180594
106885,0,1,9,1,2,1,2, ,2,3, , ,6, , ,5,2,3,1,1,4,1, ,2,1,2,2,3,1,1,2,2,2,1,1,1,3,3,2,2,2,2,2,2,2,2,1,2,1,2,2, ,2,2,1,2,1,3, ,1,1,2, , , , , , , , , , ,2,2,2,2,2,3,3,5,1,1,4,2,3,2,3,1,1,2, ,1,2,3, ,2,2,2,2, , , ,75,0,100,3,1,1,1,2,2,2,4,2, ,2,2,1, ,4,4,2,1,5,1,5,3,1,1,2,1,1,1, ,1,8,1,1,1,1,1,17,0.5503956801,0.3029024025
107023,0,3,9,1,2,2,3,2,2,1,2, , , , ,5,2,3,2,2,3,2,1,2,2,2,3,2,2,2,3,3,2,2,1,2,2,1,2,2,2,3,3,3,2,1,2,2,2,2,2, ,1,3,3,1,1,2, ,2, ,1,2, , , ,4, , , , , ,1,1,1,3,3,5,3,6,1,8,2,2,2,4, ,1,1,3, ,1,2,3, ,3,3,3,3, , , ,2,99,5,1,2,2,1,2,1,2,2,1,2, ,3,1, ,3,3,2,2,4,2,2,2,1,6,1,2,3,2, ,2,5,2,1,4,1,1,7,0.1916595336,0.1909917841
107268,0,1,9,1,2,2,3, ,3,1,2, , , , ,3,2,2,2,3,3,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,3,1,2,2,2,3,2,3,1,2,1,2,2,3,1, ,3,1,1,1,1,3, ,1,3,1,2, , , ,9,12, , , , ,4,3,1,3,2,4,5,6,1,8,2,3,3,2,3,3,3, , ,3,3,3,1,1, ,3,3, , , ,90,0,90,3,1,1,1,2,2,3,4,2, ,2,4,2, ,2,3,2,2,3,2,1,1,1,1,1,1,2,3,1,1,6,2,1,2,1,2,6,0.4568447486,0.8220819019
107329,0,1,9,2,2,3,4,3,2,4, , , ,2, ,5,2,3,2,2,3,2,2,1,1,2,1,1,2,1,3,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1, ,2,3,3,3,1,1, ,3,1,1,2, , , , , , , , , , ,2,3,3,3,5,6,6,6,2,8,2,4,2,2,1,2,1,3, ,1,3,3, ,1,2,1,2,2, , ,0,100,0,1,2,2,1,2,1,1,1,1,2, ,4, ,1,1,3,2,1,5,2,2,2,1,6,2,2,5,2, ,2,4,2,1,5,1,2,3,0.6185066275,0.4552176794
107668,0,1,9,1,1,2,2,1,2,2, ,1, , , ,5,1,2,1,1,3,1, ,2,3,2,3,2,1,2,3,1,1,1,1,1,1,3,2,1,2,3,3,2,3,2,2,1,3,1,1, ,3,2,2,2,2,3, ,1,3,1,2, , , ,1,5, , , , ,2,1,1,2,2,2,4,5,1,8,2,2,2,3,1,3,3, , ,3,3,3,2,2, ,2,3, , , ,40,30,70,3,1,2,1,2,2,3,2,2, ,1,3,1, ,3,2,2,1,5,2,1,1,1,6,1,2,6,1, ,1,6,2,1,3,1,1,14,0.1092295793,0.1720486095
108035,0,3,9,1,2,2,1,1,2,1,1, , , , ,5,2,2,2,1,2,1, ,3,4,4,3,1,4,2,3,3,2,1,1,1,1,3,2,3,2,3,3,3,3,3,2,2,3,2,2, ,1,1,1,1,2,3, ,1,3,1,2, , , ,1, , , , , ,4,2,2,2,4,3,3,5,1,8,2,4,2,1,2,2,2, ,1,2,2,4,4, ,2,3,1, , , ,75,1,100,2,1,2,2,1,2,4,4,1,99, ,3,2, ,4,3,1,3,2,2,5,4,1,1,1,2,3,4,1,1,8,1,1,2,1,1,15,0.9145777249,1.0661061768
108169,0,3,9,2,1,3,3,1,2,5, , , , ,1,5,3,2,2,2,1,2,2,1,1,1,3,1,1,1,4,3,2,1,1,2,3,3,3,1,2,3,3,2,2,2,3,2,2,1, ,2,3,3,3,1,1, ,2,1,3,1,2, , , ,1,3, , , , ,2,2,4,2,3,6,5,5,1,1,2,4,3,1,1,1,1,3, ,1,3,4, ,1,3,2,1, , , ,0,75,20,3,1,2,1,2,1,1,1,1,1, ,3, ,1,2,2,2,1,6,2,1,1,1,1,9, ,6,2, ,2,6,2,1,4,1,1,5,0.323718138,0.2348751037
108348,0,3,9,1,1,1,2,2,1,4, , , ,2, ,5,1,2,1,2,1,2,2,2,1,3,2,1,1,2,2,3,2,1,1,2,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2, ,3,2,3,2,3,3, ,2, ,1,1,98, , , , , , , , ,1,1,1,3,3,6,6,6,1,8,3,3,4,2,3,2,1,1, ,1,2,3, ,2,3,3,4, , , ,75,0,50,2,1,1,1,1,2,2,4,2, ,1,4,1, ,4,3,2,2,3,2,1,1,1,6,1,1,2,3,1,1,4,2,1,2,1,1,15,0.6260247683,0.4196453762
108435,0,3,9,2,3,3,2, ,1,3, , ,7, , ,5,1,2,2,1,3,1, ,1,1,2,2,2,1,2,2,3,2,1,1,2,1,3,2,3,2,2,3,3,2,3,3,3,2,3, ,2,3,2,2,2,3, ,2,1,2,1,1,1, , , , , , , , ,2,1,2,3,4,6,6,6,1,8,2,2,2,1,1,2,2, ,1,2,2,2,2, ,3,2,2, , , ,90,10,70,3,2,1,2,1,2,3,2,1,1, ,2, ,2,2,3,2,1,6,2,1,1,1,1,2,2,4,1, ,1,9,1,1,2,1,2,5,0.8604784162,0.6674582646
108447,0,2,9,1,2,4,3, ,2,1,1, , , , ,3,2,2,1,2,2,2,2,1,2,3,2,2,1,1,2,2,2,1,1,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2, ,99,3,3,3,2,2, ,2, ,2, , , , , , , , , , ,3,99,99,2,3,4,5,5,2,8,2,2,3,2,1,3,2, ,1,2,3,3,3, ,3,3,4, , , ,90,0,75,2,1,1,2,2,2,3,3,2, ,1,3,1, ,3,4,2,1,5,2,1,1,1,3,1,2,4,1, ,1,4,2,1,2,1,1,7,0.2060534568,0.128129946
108592,0,3,9,1,1,2,2,1,2,5, , , , ,1,5,1,4,1,1,4,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2, ,3,2,3,1,1,3, ,1,2,2, , , , , , , , , , ,1,1,1,3,4,5,5,5,1,8,5,2,2,1,1,2,2, ,2,2,2,3,3, ,3,2,2, , , ,0,100,0,3,2,2,1,2,2,1,2,1,1, ,3,1, ,2,4,2,2,3,2,2,2,1,3,1,1,1,2, ,2,4,2,1,2,1,1,5,0.4718528992,0.3066390981
108909,0,1,9,2,2,2,4, ,3,4, , , ,3, ,5,3,3,1,3,2,2,2,3,2,2,4,2,2,3,3,1,2,1,2,1,2,2,2,3,2,3,3,2,1,3,2,2,2,3, ,2,1,3,3,3,3, ,3,1,2,1,1,1,6, , , , , , , ,3,2,3,3,5,5,6,6,1,8,2,4,4,3,3,3,3, , ,3,2,3,2,2, ,1,2, , ,3,25,99,50,3,1,2,1,2,1,3,2,1,1, ,5, ,1,2,3,2,3,1,2,1,1,1,5,2,2,5,2, ,2,3,3,1,3,0,2,5,2.4256048831,3.1862546321
109143,0,1,9,1,2,1,3,4,1,2, ,1, , , ,2,2,3,1,2,1,2,1,3,1,3,3,1,2,2,3,4,2,1,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,2,1, ,3,1,3,1,3,3, ,2, ,2, , , , , , , , , , ,3,3,1,2,2,6,4,5,1,1,2,2,2,3,3,3,2, ,1,2,2,3,3, ,3,2,4, , , ,90,20,90,2,1,1,1,2,2,4,2,1,1, ,3,1, ,3,2,2,3,2,2,1,1,1,1,1,2,4,1, ,1,6,2,1,2,1,1,7,0.5646158085,0.5300086872
109188,0,1,9,2,1,3,3,1,1,5, , , , ,1,2,3,2,1,1,2,2,1,1,2,2,2,1,1,2,3,1,2,1,1,2,2,3,3,3,1,3,3,3,2,2,2,2,3,3, ,1,1,2,2,1,1, ,2,2, ,2, , , , , , , , , , ,2,2,2,3,4,6,6,99,1,8,2,2,3,2,1,2,2, ,2,2,2,3,4, ,4,2,1, , , ,1,95,10,3,2,2,1,2,1,2,1,99, , ,3, ,2,2,3,2,1,6,2,1,1,1,3,2,2,2,3,2,2,6,2,1,3,1,1,5,0.1582532136,0.0896914346
109299,0,3,9,1,2,2,2, ,2,1,2, , , , ,1,3,3,2,1,2,1, ,3,3,3,4,3,3,3,4,3,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3, ,3,3,3,2,2,2, ,1,2,2, , , , , , , , , , ,2,2,2,3,3,6,6,5,1,8,2,2,4,2,3,2,3, , ,3,2,2,2,2, ,3,3, , , ,80,40,60,3,1,2,2,1,2,3,99,1,1, ,3,2, ,4,3,1,2,4,2,4,4,1,1,11, ,5,4,1,1,8,1,1,3,1,2,17,0.62357458,0.6057786607
109319,0,3,9,1,2,3,1,3,3,3, , ,9, , ,4,3,1,3,2,1,1, ,2,1,2,2,3,2,1,2,1,2,1,1,1,3,3,2,3,2,3,3,3,2,3,2,3,3,3,3, ,2,2,2,1,2,1, ,2, ,1,1,1,5, , , , , , , ,3,3,3,3,5,6,5,5,1,1,3,2,3,1,1,2,2, ,2,2,3,3,3, ,3,1,3, ,3, ,30,65,50,3,2,1,1,2,1,1,2,1,1, ,2,1, ,2,3,1,1,6,2,1,1,1,1,2,2,4,3,2,2,9,1,1,2,1,1,5,0.2277721489,0.1593175418
109987,0,1,9,1,1,3,3,2,1,4, , , ,2, ,4,1,3,1,2,2,1, ,1,1,1,2,1,3,2,2,4,2,1,1,1,1,3,2,3,2,3,3,3,1,2,2,2,2,3,2, ,3,2,1,1,1,3, ,2, ,2, , , , , , , , , , ,2,2,3,3,2,5,2,4,1,1,3,2,3,2,1,2,2, ,1,2,2,3,2, ,2,3,4, , , ,2,90,10,3,2,2,2,2,1,2,1,2, ,1,3,2, ,3,2,1,1,5,2,9,9,1,1,2,2,3,3,2,2,9,1,1,3,1,1,7,0.2408507179,0.1644192389
110041,0,3,9,2,1,1,1, ,1,3, , ,9, , ,5,1,3,1,1,3,1, ,4,4,4,2,2,3,2,4,4,2,1,1,1,1,3,2,3,3,2,3,3,2,3,3,3,3,3, ,2,1,2,1,2,2, ,2,2, ,2, , , , , , , , , , ,3,2,1,2,1,1,2,3,1,8,2,1,2,3,3,1,2, ,2,2,3,3,2, ,2,1,3, ,1, ,99,10,90,3,1,1,2,1,2,3,3,2, ,1,2, ,2,3,4,1,1,6,2,1,1,1,1,2,2,5,1, ,1,8,1,1,1,1,2,7,0.5273686589,0.5014203663
110129,0,3,9,1,1,1,1, ,1,2, ,1, , , ,5,1,4,1,1,3,1, ,2,1,1,2,2,1,2,2,3,2,1,1,1,1,3,2,2,2,3,3,3,3,2,3,2,2,3,2, ,1,1,1,1,1,3, ,2, ,2, , , , , , , , , , ,4,2,2,2,3,4,6,5,1,8,2,2,3,1,3,2,2, ,2,2,2,2,2, ,2,3,3, , , ,75,25,95,3,1,1,1,2,2,2,4,2, ,1,3,1, ,2,4,2,1,5,2,1,1,1,1,1,1,1,1, ,1,7,1,1,2,1,1,11,0.3720749952,0.3236306052
110261,0,1,9,2,1,1,1, ,2,5, , , , ,1,2,2,4,1,1,4,1, ,2,4,4,4,2,4,3,4,4,2,1,2,1,3,3,3,3,2,2,2,3,3,3,2,2,2,3, ,2,1,2,3,2,2, ,1,1,2,2, , , , , , , , , , ,1,2,3,1,2,6,1,4,1,8,4,2,2,2,3,2,1,1, ,1,3,3, ,2,2,2,1, , , ,0,100,50,3,2,2,2,2,1,4,1,1,2, ,2, ,1,1,2,2,2,4,2,1,1,1,1,9, ,6,2, ,2,7,1,3,4,1,2,3,3.2050269993,2.8991246751
110353,0,1,9,2,2,2,2,2,2,3, , ,8, , ,5,1,2,1,1,2,1, ,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,3,1,3,2,2,2,2,2,2, ,3,3,2,3,2,2, ,3,2, ,1,1,1,2,13, , , , , , ,2,2,2,2,4,4,3,6,1,1,2,2,3,2,3,3,3, , ,3,2,3,2,2, ,2,3, , , ,75,50,75,3,99,1,2,2,1,2,4,2, ,1,3, ,2,2,3,2,2,3,2,1,1,1,1,1,1,2,1, ,1,2,3,1,2,1,2,5,0.4869096005,0.6267754349
110361,0,3,9,2,2,2,2, ,2,3, , ,6, , ,2,2,2,1,1,2,1, ,1,4,1,3,1,3,2,4,3,2,1,1,1,2,1,3,3,3,3,3,3,1,2,2,2,2,3, ,3,3,2,2,1,1, ,3,2, ,2, , , , , , , , , , ,3,3,3,1,2,3,4,5,1,8,3,2,4,2,1,2,2, ,2,2,2,2,2, ,2,1,3, ,3, ,0,95,0,1,2,2,1,1,1,2,2,1,1, ,3, ,1,3,4,1,1,5,2,1,1,1,1,10, ,5,3,2,2,8,1,1,4,1,2,7,0.605139092,0.5714276028
110550,0,1,9,2,1,2,2,2,2,3, , ,6, , ,2,2,2,1,2,3,1, ,2,2,3,3,3,3,2,3,2,1,1,1,1,3,3,2,2,2,2,3,3,1,2,1,2,1,1, ,2,3,3,3,1,1, ,3,1,1,1,2, , , ,98, , , , , ,2,2,2,2,2,2,1,4,1,1,1,1,2,2,3,2,2, ,1,2,2,3,1, ,1,1,2, ,2, ,100,0,100,3,2,1,2,1,2,3,3,2, ,2,2, ,2,3,3,1,1,6,2,1,1,1,1,1,1,1,4,1,1,7,1,1,3,1,1,9,0.233790494,0.175914483
111646,0,1,9,2,2,1,2, ,2,3, , ,7, , ,5,1,3,2,1,3,1, ,1,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,3,2,3,3,3,2,2,2,2,3,3, ,2,3,2,2,2,2, ,3,1,3,2, , , , , , , , , , ,2,2,3,2,3,3,3,5,1,8,2,3,3,2,3,1,2, ,2,2,2,2,2, ,2,3,3, , , ,29,80,30,3,2,1,1,2,1,3,3,99, , ,3, ,1,4,4,2,1,5,2,1,1,1,1,3,99,2,3,2,2,8,1,1,3,1,1,15,0.2601149334,0.1626729335
111665,0,2,9,1,4,2,2, ,1,1,2, , , , ,5,2,3,1,1,3,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,3,2,2,2,2,1,1,1,1,1, ,3,2,2,2,2,3, ,1,3,1,1,1,2, , , , , , , ,4,3,4,2,2,3,2,5,1,1,3,2,3,1,1,2,2, ,1,2,2,2,2, ,2,1,3, ,3, ,1,75,25,3,2,1,1,2,1,2,1,1,1, ,2,1, ,4,3,2,2,3,1,1,3,1,1,2,2,4,2, ,2,7,1,1,99,0,1,17,2.3687410062,1.2329351433
